timestamp,body,source,language_guess,possibly_sensitive,retweet_count,reply_count,like_count,quote_count,impression_count,is_retweet,retweeted_user,is_quote_tweet,quoted_user,is_quote_withheld,is_reply,replied_user,is_withheld,hashtags,urls,mentions,place_name,sentiment
2023-10-20 17:14:45,"America LAST Joe Biden wants:

$61.4 billion for Ukraine
$14.3 billion for Israel
$14.45 billion for southern border
$2 billion for Indo-Pacific
$10 billion for humanitarian aid (Israel, Gaza, Ukraine, border)

I’m voting NO for money to defend foreign countries borders and if…",Twitter for iPhone,en,no,2133,2819,9049,205,351346,no,,no,,no,no,,no,,,,,0.2213594362
2023-10-20 16:14:06,Maulana Mohammad Rizwan 46 runs banakar out. Aaj fir namaz nahi pad payenge maidan mein 🥹🫣🥹🫣🫣,Twitter for iPhone,hi,no,464,87,4980,4,60917,no,,no,,no,no,,no,,,,,0
2023-10-20 16:12:33,"American leadership holds the world together.

If we put that at risk and walk away from Ukrainians or turn our back on Israeli and Palestinian civilians, it's just not worth it.

That's why I've sent an urgent budget request to Congress to fund America's national security needs.",Twitter Web App,en,no,1427,7976,6985,810,3325203,no,,yes,WhiteHouse,no,no,,no,,,,,0
2023-10-20 15:29:32,"Ukraine🇺🇦 turned out to be a black hole for human lives and billions of dollars.

Many of us warned about this from the beginning! 

500.000 Ukranian soldiers DEAD and billions of tax dollars GONE! The war is lost. 

How can anyone in their right mind go straight on supporting…",Twitter for iPhone,en,no,1743,494,6759,64,323653,no,,no,,no,no,,no,,,,,-0.06454972244
2023-10-20 14:43:33,JUST IN - Biden asks Congress for an additional $61 billion to support Ukraine and $14 billion to boost Israel's military.,Twitter Web App,en,no,720,682,2449,499,553364,no,,no,,no,no,,no,,,,,0.2946278255
2023-10-20 12:45:24,"Biden wants a $105 billion aid package for Israel and Ukraine.

$60,000,000,000 of that is for Ukraine.

Why does $60,000,000,000 of it go to the war that no one ever sees happening?

A war that benefits AMERICA in no way at all.

A war that AMERICANS have said clearly we don’t…",Twitter Web App,en,no,1575,561,4833,84,143717,no,,no,,no,no,,no,,,,,0.316227766
2023-10-20 11:55:08,Looks like Ukraine’s ex-spokesman is now de-transitioning as the US support for the Ukraine War is winding down https://t.co/zwr7LRC0pY,Twitter for iPhone,en,no,335,372,1580,74,459036,no,,no,,no,no,,no,,,,,0.09622504486
2023-10-20 11:39:00,"Russia and Ukraine share of wheat imports:

🇪🇷 Eritrea: 100%
🇧🇯 Benin: 100%
🇸🇩 Sudan: 79%
🇪🇬 Egypt: 78%
🇩🇯 Djibouti: 76%
🇹🇿 Tanzania: 73%
🇸🇴 Somalia: 68%
🇷🇼 Rwanda: 64%
🇨🇬 Congo Republic: 63%
🇨🇩 DR Congo: 62%
🇸🇳 Senegal: 60%
🇲🇬 Madagascar: 59%
🇬🇲 Gambia: 54%
🇹🇳 Tunisia: 54%
🇺🇬…",Twitter for iPhone,ro,no,210,175,2235,22,1210423,no,,no,,no,no,,no,,,,,0.104257207
2023-10-20 6:49:13,How much money should we give Israel and Ukraine?,Twitter for iPhone,en,no,302,3063,1808,69,304043,no,,no,,no,no,,no,,,,,0.36
2023-10-20 5:46:42,🇷🇺Russia has taken in nearly 1.3 million Ukrainians since the start of their invasion. Why isn’t Israel taking in Palestinians?,Twitter for iPhone,en,no,1247,1287,4949,138,229049,no,,no,,no,no,,no,,,,,-0.1664100589
